Address,Description,ID,N_rooms,Payment,Postal,Posting_info,Square,Title,Town,Type,URL,image_urls
Klingentalstrasse ,"We rent a state -of -the -art trade fair and Claraplatz: - High quality expansion standard - practical floor plan - whole apartment with parquet - open kitchen with dishwasher and glass ceramic hob - modern bathroom with shower/toilet with plate floor - own washing tower - terrace- Lift various shopping facilities (Lidl, Coop) are located in the immediate vicinity and the ""trade fair area"" tram stop (tram lines 1,2,6,14.16) can be reached in a short walking distance.Please note that the images present the expansion standard.Have we piqued your interest?We look forward to receiving your application.",10004457281,3,1650.0,4057.0,26.07.2022,55.0,Living in a prime location!Rent in Basel - Wincasa AG - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/kleinbasel/immobilien/wohnungen/wohnen-an-bester-lage/10004457281,"https://c.tutti.ch/images/1000025265905.jpg,https://c.tutti.ch/images/1000025265904.jpg,https://c.tutti.ch/images/1000025265903.jpg,https://c.tutti.ch/images/1000025265906.jpg,https://c.tutti.ch/images/1000025265902.jpg,https://c.tutti.ch/images/1000025265905.jpg"
Tillierstrasse ,"The beautiful listed old building property is located in a quiet location in the church field quarters.The Aare, the forest and the zoo are nearby.The Ka-We-de bus stop is in the immediate vicinity.We rent a renovated, large and original 2.5 room roof apartment on Tillierstrasse 53: - parquet and plate floor - spacious kitchen with dishwasher and glass ceramic - bathroom with window - visual beam - Reduit - Cellar compartment - No balcony, we have sparked your interest?Then we look forward to your call.",10004462954,2.5,1690.0,3005.0,28.07.2022,78.0,Rent a renovated 2.5 room roof apartment in the church field in Bern - Sara Marchi - Tutti.ch,bern,Rental offers,https://www.tutti.ch/de/vi/bern/immobilien/wohnungen/sanierte-2-5-zimmerdachwohnung-im-kirchenfeld/10004462954,"https://c.tutti.ch/images/1000025299968.jpg,https://c.tutti.ch/images/1000025299970.jpg,https://c.tutti.ch/images/1000025299966.jpg,https://c.tutti.ch/images/1000025299969.jpg,https://c.tutti.ch/images/1000025299967.jpg,https://c.tutti.ch/images/1000025299968.jpg"
,"Quality of life in the city of Bern.Schönberg Ost, an urban residential area in the heart of the popular and exclusive residential area Schosshalde.Ideal traffic situation and high leisure value - here you will find luxury in a different way. From Schönberg -Ost, there is a wonderful view to the Jura heights, over the bare tiger to the belts.The snow -capped peaks of the Bernese Alps greet from a distance.For your quality of living - kitchen with dishwasher and glass ceramic stove - parquet and plate floors - wet room with toilet/bathroom - wet room with separate toilet - own washing tower - two terraces - basement - Lift: Inspection space underground car park, from CHF 150.00/month?In that case, a visit pays off.Further information on the available apartments is available at",10004464172,4.5,2911.0,3006.0,29.07.2022,101.0,Rent urban living in Bern in Bern - Jasmin Jost - Tutti.ch,bern,Rental offers,https://www.tutti.ch/de/vi/bern/immobilien/wohnungen/staedtisch-wohnen-an-privilegierter-lage/10004464172,
Ostring ,"The Ostring 44 is a multi -family house in a very central location.Public transport and various shops are only a few minutes' walk away.Washing machine and tumbler can be used.There is no lift.- Modern kitchen with glass ceramic stove, dishwasher and balcony access - kitchen, bathroom and corridor with plate floor - bright rooms with parquet floor - bathroom with bathtub - built -in wardrobes for more storage space - with a balcony - we have sparked your interest?The online contact request includes information about the sightseeing dates.",10004462955,2,1290.0,3006.0,28.07.2022,0.0,Rent living near the city in Bern - Flavia Bernhard - Tutti.ch,bern,Rental offers,https://www.tutti.ch/de/vi/bern/immobilien/wohnungen/wohnen-in-stadtnaehe/10004462955,"https://c.tutti.ch/images/1000025299975.jpg,https://c.tutti.ch/images/1000025299972.jpg,https://c.tutti.ch/images/1000025299974.jpg,https://c.tutti.ch/images/1000025299973.jpg,https://c.tutti.ch/images/1000025299971.jpg,https://c.tutti.ch/images/1000025299975.jpg"
Bleichestrasse ,"We rent out immediately or by appointment in a central location - near the exhibition center - an apartment with the following expansion standard: - Modern kitchen with glass ceramic stove and dishwasher - parquet floor in the living rooms and bedrooms - bathroom / toilet with bathtub - Reduit - Balcony - Sep.Cellar compartment - balcony - Lift Please note that the images present the expansion standard.A parking space can be rented for CHF 170.00/month.Various bus and tram stops are located in the immediate vicinity and in a short walking distance, you can reach various shopping and catering options (Coop).We look forward to receiving your application.",10004457290,3.5,1860.0,4058.0,26.07.2022,88.0,Rent an apartment with a balcony to the calm courtyard in Basel - Wincasa AG - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/kleinbasel/immobilien/wohnungen/wohnung-mit-balkon-zum-ruhigem-innenhof/10004457290,"https://c.tutti.ch/images/1000025265948.jpg,https://c.tutti.ch/images/1000025265945.jpg,https://c.tutti.ch/images/1000025265946.jpg,https://c.tutti.ch/images/1000025265949.jpg,https://c.tutti.ch/images/1000025265947.jpg,https://c.tutti.ch/images/1000025265948.jpg"
Rudolfstrasse ,"The modern and cozy apartment is located on a quiet side street in a popular Grossbasler Quarter. Right around the corner you will find shops for daily needs, central public transport (airport bus stop, tram lines), restaurants, sports facilities. And just a few steps away is the relaxing rifle park and the Basler-Altstadt. Large, translucent window fronts give the view freely on a green area and a covered, sunny small seat. The apartment with maple parquet and ceramic panels in the bathroom was completely furnished for you! · An forecourt with a spacious wall cabinet · Loose furnished living space (24m2) with 2 comfortable beds (90 x 200 cm each), which are also also used as a couch and are also electrically adjustable, also read for TV. Table with 4 chairs, ancient cabinet, leather armchair and small furniture · Separate, very well-equipped kitchen (dishwasher, Nespresso coffee machine, microwave, ceran hob, oven, trigger, extensive kitchen utensils, dishes etc.) · Bathroom/toilet: Bathtub with shower · Textiles for bed, kitchen, bathroom · HD flat screen and fiber optic connection-a Swisscom subscription for Internet/TV (without telephone) is included in the rent. For co -use: · laundry room with washing machine, tumbler and drying room. · Protected, secure bike parking space in the outside area organized at an outdoor area: 14-day/monthly apartment cleaning. Parking: to check any vacancies in surrounding parking halls or otherwise on a public reason (blue parking zone in the district; obtaining parking card from the city administration).",10004457337,1,1280.0,4054.0,26.07.2022,35.0,"Furnished apartment - calm, sunny and very centrally rent in Basel - tutti.ch",basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/moeblierte-wohnung-ruhig-sonnig-und-sehr-zentral/10004457337,"https://c.tutti.ch/images/1000025266379.jpg,https://c.tutti.ch/images/1000025266375.jpg,https://c.tutti.ch/images/1000025266377.jpg,https://c.tutti.ch/images/1000025266376.jpg,https://c.tutti.ch/images/1000025266378.jpg,https://c.tutti.ch/images/1000025266379.jpg"
,"Rental period from August 7, 2022 (at least 3 months, by arrangement) renovated, pretty apartment with furniture, in the city center (Gundeli) in a quiet location, near the main station Basel SBB. 59m², on the 1st floor with lift, 1 bedroom, freshly renovated, living room with parquet/laminate, bedroom with parquet/laminate. A maximum of 4 people, families with children welcome, pets are not allowed, smoking in the apartment does not allow. Direct link: Offer detail/57628/2-room apartment basel-gundeldingen/all Basel: Moeblated apartments/Basel/Additional remarks on rent: including heating, electricity, water, Internet, TV (including connection and subscription) The entire rental period must be paid in advance. WIN Price The provider of this property rents for cost (or at the market price for owners). Furniture: modern, functional, stylish, designer furniture, cozy. 1 double bed, 1 sofa bed. Equipment: TV (including connection and subscription), HiFi, Internet, integrating cabinets. Washing machine & tumble dryer/tumbler. Balcony / terrace / garden: 1 balcony 6m². Kitchen: kitchen furnishings for 4 people. Open kitchen, dishwasher, microwave. Bathroom / shower / toilet: Renovated bathroom with a fountain shower. 1 shower & toilet. District picture: Grossbasel: Southern Quarter between the track systems of the main station SBB and Bruderholz-Quartier. Appendix in the North American chessboard style, ""City in the city"". Public traffic: 1-minute walk to the public transport station in Winkelriedplatz. 6 minutes to travel to Basel SBB. Car: public parking. Automen entrance nearby. Keywords: Temporarily temporarily temporary living exposure WAZ short -term rent short -term rent short -term living transitional apartment. *************************************** 2 Room apartment in Basel - Gundeldingen, Furnished. Rental Period from August 7, 2022 (min. 3 Months, by Arrangement) Renovated Cute Flat With Furnique, In The City Center (Gundeli) in A Quiet Area, Close to the Main Train Station Basel Sbb. 59m², on 1. Floor with elevator, 1 thetroom, recently renovated, parquet/laminate in Living Room, Parquet/Laminate in threat (s) 4 person Max., Families with Children Welcome, Pets Not Allowed, Smoking in Apartment Not allowed. Direct Link: Offer-detail/57628/2-room apartment basel-gundeldingen/All Basel: Furnesthed-Apartments/Basel/Complementary Remarks on the Rent: Heating, Electricity, Water, Internet, TV (including Connection and Subscription) including Total Rental Period to Be Paid Upfront. Win Price the Provider Offering This Property is Renting Out At His Own Cost (resp. At Market Price if he is an owner) with no Surcharge for Furnishings. Furniture: Modern, Functional, Stylish, Design Style, Cosy. 1 double bed, 1 sofa bed. Equipment: TV (incl. Connection and subscription), HiFi, Internet, Built-in Closets. Washing Machine & Tumbler. Balcony / Terrace / Garden: 1 Balcony 6m². Kitchen: Kitchen Equiped for 4 Personal. Open kitchen area, Dishwasher, Microwave. Bath / Shower / Toilet: Renovated Bathroom with Fountain Shower. 1 Shower & Toilet. Public Transport: 1 min. To Walk to Public Transport Station Winkelriedplatz. 6 minutes to ride to train station Basel SBB. Car: Public Parking Nearby. Access to Motorway. Keywords: Shortterm Medium Term Expat Relocation Business HR Sabbatical Workation Digitalnomad.",10004457724,2.5,2496.0,4053.0,26.07.2022,59.0,"2 room apartment in Basel - Gundeldingen, furnished in Basel - Ums AG - Submitterservice - Temporary Housing - Tutti.ch",basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/2-zi-wohnung-in-basel-gundeldingen-moebliert/10004457724,"https://c.tutti.ch/images/1000025269504.jpg,https://c.tutti.ch/images/1000025269506.jpg,https://c.tutti.ch/images/1000025269508.jpg,https://c.tutti.ch/images/1000025269507.jpg,https://c.tutti.ch/images/1000025269505.jpg,https://c.tutti.ch/images/1000025269504.jpg"
Spalenring ,"In a central location directly at the shower resort, we immediately rent this cozy 3-room apartment: · Modern kitchen with glass ceramic stove · Rooms with parquet floor · Bathroom with shower · Cellar compartment · Lift (photos are from a type of similar apartment) Public transport and various shops are inin close proximity to.Have we piqued your interest?Then we look forward to your contact.",10004457984,3,1350.0,4055.0,26.07.2022,58.0,Rent 3 -room apartment directly at the Brauensbad in Basel - Nura Brdarevic - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/3-zimmerwohnung-direkt-beim-brausebad/10004457984,"https://c.tutti.ch/images/1000025270737.jpg,https://c.tutti.ch/images/1000025270738.jpg,https://c.tutti.ch/images/1000025270736.jpg"
Winkelriedplatz ,"In Gundeli and near the SBB station, we rent a large 4-room apartment with a balcony.The apartment has a large forecourt with Sep Reduit and built-in cabinet, living and dining room (possibly also as a separate room) and 2 bedrooms, a fitted kitchen with a glass ceramic stove, dishwasher and a large free-standing refrigerator.Parquet floors in the rooms.Bathroom with bathtub and toilet and separate toilet.Balcony.Cellar compartment and lift are also available.You can find shopping opportunities in the immediate vicinity.Good public transport connections in the area, as well as proximity to the city.Call us and arrange a viewing date today!These are type -like pictures of another apartment.",10004457983,4,1800.0,4053.0,26.07.2022,85.0,Living near the SBB station!Rent in Basel - Anja Scherb - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/wohnen-in-der-naehe-vom-bahnhof-sbb/10004457983,"https://c.tutti.ch/images/1000025270732.jpg,https://c.tutti.ch/images/1000025270730.jpg,https://c.tutti.ch/images/1000025270731.jpg,https://c.tutti.ch/images/1000025270729.jpg,https://c.tutti.ch/images/1000025270733.jpg,https://c.tutti.ch/images/1000025270732.jpg"
Riehentorstrasse ,"As of September 1, 2022 or by appointment, we rent a 2.5 room apartment with approx. 61 m2 on the 5th floor at Riehentorstrasse 28 in Basel. The apartment offers you the following: - Kitchen with a refrigerator and space for a small dining table - bathroom with a bathtub, window and washing machine - gallery with a room and built -in cabinet - Further integrating cabinets in the entrance area and bathroom The property has a lift. A laundry room and a drying room are also available for co -use. In the immediate vicinity is the Wettsteinplatz, which enables you to do various connections to public transport. Claraplatz is also a few minutes' walk away, as is numerous shops and restaurants. As soon as the existing tenant has moved out, photos of the interior are switched on. Have we piqued your interest? Register at 061 690 41 43 for a non -binding viewing date.",10004458628,2.5,1670.0,4058.0,27.07.2022,61.0,Rent near Wettsteinplatz in Basel - Esther Oehler - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/kleinbasel/immobilien/wohnungen/wohnen-naehe-wettsteinplatz/10004458628,
,"This modern apartment is in a central location in the Gellert district.Schools, kindergartens, public transport and shops are in the immediate vicinity.For your quality of living: - living and bedrooms as well as preliminary places with oak parquet - fitted kitchen with natural stone cover, dishwasher and glass ceramic cooking field, oven at the height of sight - wet cell with bathroom and toilet - separate toilet with shower - own washing tower in the reduit - large balcony in the green, each with oneAccess from the rooms - lift - basement compartment Set -off spaces can be rented for CHF 160.00/month on request.Interested?In that case, a visit pays off.",10004458668,4.5,2460.0,4052.0,27.07.2022,101.0,Living comfort that can be rented out in Basel - Fabio Franzoni - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/wohnkomfort-der-kaum-wuensche-offen-laesst/10004458668,"https://c.tutti.ch/images/1000025274348.jpg,https://c.tutti.ch/images/1000025274346.jpg,https://c.tutti.ch/images/1000025274345.jpg,https://c.tutti.ch/images/1000025274344.jpg,https://c.tutti.ch/images/1000025274347.jpg,https://c.tutti.ch/images/1000025274348.jpg"
Davidsrain ,"Cosy Furnnished Apartment Located in A Quiet area Close to the University, Hospital and the Novartis Campus. The Flat Has a Living/Bedroom with a queensize bed, a bedsoFa, sideboard with tv and a dining table, a fully tiled bathroom with bath and shower facilities, a fully equiped kitchen and a balcony. All inclusive - TV/INTIMITED Wireless Internet Access, Water, Electricity and Washing Facilities in the Basement. The shopping zone as well as the public transport can be reached within some minutes by foot. A Monthly Cleaning is included in the price. Contact: ______________________________________ comfortably furnished apartment in a quiet surroundings, near the university, cantonal hospital and Novartis campus. The object has a living room/bedroom with a double bed, a bed sofa, a wall unit with TV, a work, dining table, a tiled bathroom with bathing/shower facility, a fully equipped kitchen and a balcony. Everything included - TV/wireless internet access, water, electricity and washing facility on the ground floor. The shopping facilities and public transport can be reached on foot in a few minutes. A monthly cleaning is included in the rental price. Contact:",10004458728,1.5,1590.0,4056.0,27.07.2022,42.0,Unique Serviced Living @ St. Johann 0912 Rent in Basel - Veronica Lema - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/unique-serviced-living-st-johann-0912/10004458728,"https://c.tutti.ch/images/1000025274569.jpg,https://c.tutti.ch/images/1000025274566.jpg,https://c.tutti.ch/images/1000025274568.jpg,https://c.tutti.ch/images/1000025274567.jpg,https://c.tutti.ch/images/1000025274565.jpg,https://c.tutti.ch/images/1000025274569.jpg"
Hegenheimerstrasse ,"Living in the green The high -quality expansion standard of the apartment can be compared with a standard of ownership. The refined floor plan gives you free rein to creative creation of your personal oasis of wellbeing. You can enjoy the following amenities: · The kitchen has a light -flooded window front, dishwasher, oven at the height of sight and additional heat drawer, refrigerator with a separate freezer and a glass ceramic stove. · All rooms are laid with a high -quality matt -sealed oak parquet and have a pulled -out view concrete ceiling. Furthermore, all windows are soil. · The bathroom is kept in a timeless black and white style and has a shower with a built -in shower partition, lavabo, toilet and a washing tower. · Additional bathroom in the same expansion style with shower and built -in shower partition, lavabo and toilet. · Spacious garden with seat (approx. 139m2) · basement compartment with its own power connection · Velor room for general use in the basement. On request, a parking space can be rented for CHF 170.00 per month. Have we piqued your interest? Then contact us today. We look forward to your call. Your Musfeld AG real estate management",10004458741,5.5,4750.0,4055.0,27.07.2022,165.0,Rent living in the green in Basel - Musfeld AG - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/wohnen-im-gruenen/10004458741,"https://c.tutti.ch/images/1000025274622.jpg,https://c.tutti.ch/images/1000025274621.jpg,https://c.tutti.ch/images/1000025274620.jpg,https://c.tutti.ch/images/1000025274619.jpg,https://c.tutti.ch/images/1000025274618.jpg,https://c.tutti.ch/images/1000025274622.jpg"
Hertistrasse ,Studio for rent during WEF 2023. Max 6 sleeping places,53688873,1.5,4200.0,4055.0,27.07.2022,34.0,Rent studio for rent in Graubünden - tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/studio-zu-vermieten/53688873,"https://c.tutti.ch/images/0053438554.jpg,https://c.tutti.ch/images/0082376181.jpg,https://c.tutti.ch/images/0094533200.jpg,https://c.tutti.ch/images/0003056519.jpg"
Hertistrasse Davos ,Rent Studio Vis a vis Congresshaus during WEF 2023. Inclusive 1 parking lot.Max 6 sleeping places.,53688877,1.5,4200.0,4055.0,27.07.2022,34.0,Rent Studio while WEF rent in Graubünden in Graubünden - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/vermiete-studio-waehrend-wef-2023/53688877,"https://c.tutti.ch/images/0013101787.jpg,https://c.tutti.ch/images/0045673114.jpg,https://c.tutti.ch/images/0054196433.jpg,https://c.tutti.ch/images/0062719752.jpg"
Wettsteinallee ,"This beautiful 5 room apartment will be rented out on 01.08.2022.Large open kitchen and living area.4 separate rooms, plus kitchen with plenty of space for dining area.10sqm balcony.Construction kitchen with granite, dishwasher.Wet cell with douche oak parquet and ceramic floors.Large cellar compartment (10sqm), bike room, no lift.Apartment is close to the Rhine, Basel Badischer Bahnhof and is excellently developed with the OEV.Viewing: by appointment",10004458812,5,2180.0,4058.0,27.07.2022,112.0,Spacious 5 -room apartment centrally located in Basel - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/kleinbasel/immobilien/wohnungen/grosszuegige-5-zimmer-wohnung-zentral-gelegen/10004458812,"https://c.tutti.ch/images/1000025275140.jpg,https://c.tutti.ch/images/1000025275138.jpg,https://c.tutti.ch/images/1000025275139.jpg,https://c.tutti.ch/images/1000025275137.jpg,https://c.tutti.ch/images/1000025275141.jpg,https://c.tutti.ch/images/1000025275140.jpg"
Malzgasse ,"At the central proximity Aeschenplatz, public transport and shopping opportunities large entrée parquet floors modern fitted kitchen bathroom room with double-lavabo Sep.Toilet covered terrace washing machine and tumbler connections (in the corridor)",10004458873,4,2062.0,4052.0,27.07.2022,95.0,"Public transport and shopping ""right around the corner"" ... rent in Basel - Hermann Markus - Tutti.ch",basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/oev-und-einkauf-gleich-um-die-ecke/10004458873,"https://c.tutti.ch/images/1000025276088.jpg,https://c.tutti.ch/images/1000025276092.jpg,https://c.tutti.ch/images/1000025276091.jpg,https://c.tutti.ch/images/1000025276090.jpg,https://c.tutti.ch/images/1000025276089.jpg,https://c.tutti.ch/images/1000025276088.jpg"
Hegenheimerstrasse ,"In Hegenheimerstrasse 285 we rent a cozy, very bright and freshly renovated 3-room apartment on the 4th floor.The apartment has a modern kitchen and bathroom.Living rooms and bedrooms are equipped with laminate floors.The apartment has a balcony with a view of Alsace.In the kitchen, forecourt and bathroom it has plate floor.If there is interest, furniture can be taken over in part.",10004459081,3,1540.0,4055.0,27.07.2022,77.0,Rent a cozy 3 -room apartment on the 4th floor with lift and balcony in Basel - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/gemuetliche-3-zimmerwohnung-im-4-stock-mit-lift-und-balkon/10004459081,"https://c.tutti.ch/images/1000025277095.jpg,https://c.tutti.ch/images/1000025277097.jpg,https://c.tutti.ch/images/1000025277098.jpg,https://c.tutti.ch/images/1000025277094.jpg,https://c.tutti.ch/images/1000025277096.jpg,https://c.tutti.ch/images/1000025277095.jpg"
Roggenburgstrasse ,"Embedded between a huge family garden area and the garden swimming pool Bachgraben as well as surrounded by wonderful green areas, our well -kept property near the city border with Allschwil is on idyllic and beautiful residential area.The currently available apartment on the 2nd floor without a lift is characterized by subsequent advantages: · Freshly sealed or newly laid parquet in all rooms · Contemporary cuisine with a new dishwasher and direct balcony access · Bathroom with window · Separates toilet with lavabo · Small balcony forHof side of shared wash kitchen with separate drying room and a bicycle storage room in the basement.Public transport and good shops are in walking distance.Garage boxes can be rented separately if available.For a non -binding viewing date, please contact us using the contact form.",10004459167,4,1910.0,4055.0,27.07.2022,89.0,In the Bachgraben;Idyllic residential area at the garden pool in Basel Rent - Immobilien Basel -Stadt - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/im-bachgraben-idyllische-wohnlage-beim-gartenbad/10004459167,"https://c.tutti.ch/images/1000025277975.jpg,https://c.tutti.ch/images/1000025277973.jpg,https://c.tutti.ch/images/1000025277974.jpg,https://c.tutti.ch/images/1000025277972.jpg,https://c.tutti.ch/images/1000025277976.jpg,https://c.tutti.ch/images/1000025277975.jpg"
Redingstrasse ,"From February 2023, 68 modern and generous new apartments will be built in the Liv & Joy project in the up -and -coming, lively Basel Quarter. Urban city life and natural lifestyle with ideal connection to the transport network: You are looking for compromises and detours in Liv & Joy in vain. · Open, bright living and dining area · Kitchen with the latest kitchen apparatus of the Electrolux brand · Two elegant, high-quality bathrooms with bathtub and shower · Own washing tower in the apartment · Cloakroom cabinet available · Parquet floors with floor heating · Two loggias (9 m² and 5.5 m²) By Liv & Joy: · First cover / new building · Two high-rise buildings in a stylish design concept · Well-kept park with playground surrounds the two high-rise buildings · Sustainable and C02-Neutral thanks to connection to the district heating network · The kindergarten is located right on the front door in the St. Alban Quartier / Park facility / Location: · Large selection of shopping in the nearest area · Well connected to public transport and private traffic · close to the city with lots of green space for sporting activities and enjoyment of nature · Various schools can be reached in a short walking distance Liv & Joy on 17 floors 2.5- to 4.5 -Zimmer apartments. The available floor plans including rent interest and the possibility of online advertising can be found on the project website Visualizations can deviate from the existing floor plan.",10004459239,3.5,2465.0,4052.0,27.07.2022,98.0,Rent uncompromising living in Basel Liv & Joy in Basel - marketing team Liv & Joy - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/kompromissloses-wohnen-in-basel-liv-joy/10004459239,"https://c.tutti.ch/images/1000025278886.jpg,https://c.tutti.ch/images/1000025278888.jpg,https://c.tutti.ch/images/1000025278887.jpg,https://c.tutti.ch/images/1000025278889.jpg,https://c.tutti.ch/images/1000025278890.jpg,https://c.tutti.ch/images/1000025278886.jpg"
Wiesenstrasse ,"In the heart of Seefeld near the lake, Bellevue and Opera House, we rent a completely furnished 1-room apartment with any comfort on a quiet residential area. Various shops, restaurants, pharmacies and public transport are in the immediate vicinity. · Cozy living room with floor made of wood. · Bed size selectable from 140cm to 180cm x 200 cm. · Smart app controlled LED light rail system for a pleasant ambience. · Modern closed kitchen with combined microwave/oven, glass ceramic, dishwasher, Nespresso coffee machine and stone cover · Modern bathroom with shower/bathtub, mirror cabinet, hair dryer, toilet and sink · Smart WLAN. Whole kitchen inventory available · Unlimited WiFi internet for a moderate fee · Co-use laundry room · Cleaning can be offered on request. Minimum rental period 6 months. For shorter bookings, please contact us. Visit our virtual tour: Facilities: Reserved for further information and a visit, call us and arrange a non -binding viewing date with us! In the Heart of Seefeld Close to the Lake of Zurich, Bellevue and Opera House (A Preferred Residential Area, 5 Minutes Walking Discise to Lakeside and Center Town) Fully Furnest Business Apartment. Prime location with various shopping facilities, restaurants, pharmacy and public transportation in proximity. The flat provides a cosy Furnished Living Room with Twin Bed, Size Selectable from 140cm to 180cm x 200cm, Armchair with Stool, Ample Cupboards, Work/ Side Table, Reading Lamp and Parquet Laminated Flooring. Smart app Controlled LED Rail System Lightning for Pleasant Ambience. Lucid Modern Fully Equiped Kitchen with Dishwasher, Microwave/Oven, Glass-Ceramic Stove, Nespresso Machine, Kettle & Tea Maker and Fridge. Modern Bathroom, Bed Linen, Towels and Free Of Charge Smart WiFi Satellite Television with Numerous Broadcasting Station Covering Multiple Languages. On Request Unlimited WiFi at a Modernate Monthly Fee. Common Laundry Facility Available. Parking Place on Request and Availability. Minimum Stay 6 Month. Shorter Stay please contact us. Cleaning service can be offered upon request. VISIT Our Virtual Tour: ** Furnishings: Subject to Changes ** ** for an Appointment please do not hesitate to call us.",10004459246,1.5,1890.0,8008.0,27.07.2022,30.0,Furnished apartment in the Seefeld in a quiet location with separate rent in Zurich - Sandra Fischer Immobilien AG - Tutti.ch,zuerich,Rental offers,https://www.tutti.ch/de/vi/zuerich/seefeld/immobilien/wohnungen/moeblierte-wohnung-im-seefeld-an-ruhiger-lage-mit-separater/10004459246,"https://c.tutti.ch/images/1000025278933.jpg,https://c.tutti.ch/images/1000025278930.jpg,https://c.tutti.ch/images/1000025278934.jpg,https://c.tutti.ch/images/1000025278932.jpg,https://c.tutti.ch/images/1000025278931.jpg,https://c.tutti.ch/images/1000025278933.jpg"
Katzenbachstrasse ,"Would you like to live calmly, centrally, conveniently and with a view of the countryside in Zurich-Seebach?As of October 1, 2022, this beautiful apartment could become your new home!There are various shops nearby and public transport can also be reached in a few minutes' walk.The apartment has an interesting floor plan, built -in wardrobes with a lot of storage space and a practical reduit.Parquet is laid in the living room and the bedroom has a laminate floor.The kitchen and the wet cells are equipped with plate floor.A generous cellar compartment also belongs to the apartment.A garage place for CHF 150.00 can be rented.Have we piqued your interest?Please fill out the contact form - we will be happy to announce the sightseeing dates.We look forward to you!",10004459269,3,1947.0,8052.0,27.07.2022,64.0,Rent a calm and central living in ZH -Seebach in Zurich - Nina Kündig - Tutti.ch,zuerich,Rental offers,https://www.tutti.ch/de/vi/zuerich/seebach/immobilien/wohnungen/ruhig-und-zentral-wohnen-in-zh-seebach/10004459269,"https://c.tutti.ch/images/1000025279375.jpg,https://c.tutti.ch/images/1000025279376.jpg,https://c.tutti.ch/images/1000025279373.jpg,https://c.tutti.ch/images/1000025279377.jpg,https://c.tutti.ch/images/1000025279374.jpg,https://c.tutti.ch/images/1000025279375.jpg"
Julia ,- bright apartment - sunny balcony - laminate floors - in the living room parquet - near Felix -Platter -Hospital - Public transport in the immediate vicinity - Shops available in a few minutes on foot,10004291188,3,1895.0,4056.0,20.05.2022,85.0,3 -room apartment in a quiet side street in Basel Rent Rent - Wohnbau cooperative Northwest - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/grossbasel/immobilien/wohnungen/3-zimmerwohnung-in-ruhiger-seitenstrasse/10004291188,"https://c.tutti.ch/images/1000025213716.jpg,https://c.tutti.ch/images/1000025213712.jpg,https://c.tutti.ch/images/1000025213715.jpg,https://c.tutti.ch/images/1000025213713.jpg,https://c.tutti.ch/images/1000025213714.jpg,https://c.tutti.ch/images/1000025213716.jpg"
Grenzacherstrasse ,"In our property at Grenzacherstrasse 4 in Basel, we rent a nice 1.5 room apartment with the following expansion: - parquet in all rooms - high -quality and spacious kitchen with dishwasher, oven, refrigerator and ceramic cooking field - bathroom with bathtub, lavabo, toilet and mirror cabinet- Staircase to the spacious gallery - own washing machine/tumbler (combination device) in the apartment - no lift have we sparked your interest?For a visit, please fill out the contact form completely and correctly.We'll contact you as soon as possible.Thank you very much.",10004346449,1.5,1690.0,4058.0,10.06.2022,64.0,Rent close to the center in Basel - Livit AG - Tutti.ch,basel,Rental offers,https://www.tutti.ch/de/vi/basel/kleinbasel/immobilien/wohnungen/zentrumsnah-wohnen/10004346449,"https://c.tutti.ch/images/1000024712195.jpg,https://c.tutti.ch/images/1000024712196.jpg,https://c.tutti.ch/images/1000024712198.jpg,https://c.tutti.ch/images/1000024712199.jpg,https://c.tutti.ch/images/1000024712197.jpg,https://c.tutti.ch/images/1000024712195.jpg"
